 TIME                    	HPT2pin                  	HPT1pin                  	HPT2mout                 	HPT1mout                 	
  +3.2250000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +3.2375000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +3.2500000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +3.2625000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +3.2750000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +3.2875000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +3.3000000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +3.3125000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +3.3250000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +3.3375000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +3.3500000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +3.3625000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +3.3750000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +3.3875000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +3.4000000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +3.4125000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +3.4250000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +3.4375000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +3.4500000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +3.4625000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +3.4750000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +3.4875000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +3.5000000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +3.5125000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +3.5250000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +3.5375000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +3.5500000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +3.5625000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +3.5750000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +3.5875000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +3.6000000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +3.6125000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +3.6250000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +3.6375000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +3.6500000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +3.6625000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +3.6750000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +3.6875000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +3.7000000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +3.7125000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +3.7250000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +3.7375000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +3.7500000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +3.7625000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +3.7750000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +3.7875000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +3.8000000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +3.8125000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +3.8250000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +3.8375000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +3.8500000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +3.8625000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +3.8750000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +3.8875000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +3.9000000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +3.9125000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +3.9250000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +3.9375000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +3.9500000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +3.9625000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +3.9750000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +3.9875000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +4.0000000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +4.0125000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +4.0250000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +4.0375000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +4.0500000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +4.0625000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +4.0750000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +4.0875000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +4.1000000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +4.1125000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +4.1250000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +4.1375000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +4.1500000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +4.1625000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +4.1750000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +4.1875000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +4.2000000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +4.2125000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +4.2250000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +4.2375000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +4.2500000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +4.2625000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +4.2750000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +4.2875000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +4.3000000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +4.3125000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +4.3250000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +4.3375000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +4.3500000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +4.3625000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +4.3750000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +4.3875000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +4.4000000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +4.4125000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +4.4250000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +4.4375000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +4.4500000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +4.4625000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +4.4750000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +4.4875000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +4.5000000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +4.5125000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +4.5250000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +4.5375000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +4.5500000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +4.5625000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +4.5750000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +4.5875000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +4.6000000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +4.6125000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +4.6250000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +4.6375000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +4.6500000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +4.6625000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +4.6750000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +4.6875000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +4.7000000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +4.7125000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +4.7250000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +4.7375000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +4.7500000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +4.7625000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +4.7750000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +4.7875000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +4.8000000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +4.8125000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +4.8250000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +4.8375000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +4.8500000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +4.8625000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +4.8750000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +4.8875000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +4.9000000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +4.9125000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +4.9250000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +4.9375000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +4.9500000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +4.9625000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +4.9750000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +4.9875000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +5.0000000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +5.0125000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +5.0250000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +5.0375000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +5.0500000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +5.0625000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +5.0750000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +5.0875000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +5.1000000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +5.1125000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +5.1250000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +5.1375000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +5.1500000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +5.1625000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +5.1750000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +5.1875000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +5.2000000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +5.2125000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +5.2250000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +5.2375000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +5.2500000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +5.2625000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +5.2750000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +5.2875000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +5.3000000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +5.3125000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +5.3250000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +5.3375000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +5.3500000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +5.3625000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +5.3750000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +5.3875000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +5.4000000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +5.4125000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +5.4250000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +5.4375000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +5.4500000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +5.4625000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +5.4750000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +5.4875000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +5.5000000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +5.5125000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +5.5250000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +5.5375000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +5.5500000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +5.5625000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +5.5750000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +5.5875000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +5.6000000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +5.6125000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +5.6250000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +5.6375000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +5.6500000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +5.6625000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
