 TIME                    	Pump1flow                	PumpDeaLPflow            	PumpDeaHPflow            	
  +3.0500000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +3.0625000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +3.0750000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +3.0875000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +3.1000000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +3.1125000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +3.1250000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +3.1375000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +3.1500000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +3.1625000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +3.1750000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +3.1875000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +3.2000000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +3.2125000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +3.2250000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +3.2375000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +3.2500000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +3.2625000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +3.2750000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +3.2875000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +3.3000000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +3.3125000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +3.3250000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +3.3375000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +3.3500000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +3.3625000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +3.3750000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +3.3875000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +3.4000000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +3.4125000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +3.4250000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +3.4375000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +3.4500000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +3.4625000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +3.4750000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +3.4875000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +3.5000000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +3.5125000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +3.5250000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +3.5375000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +3.5500000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +3.5625000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +3.5750000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +3.5875000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +3.6000000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +3.6125000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +3.6250000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +3.6375000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +3.6500000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +3.6625000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +3.6750000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +3.6875000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +3.7000000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +3.7125000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +3.7250000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +3.7375000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +3.7500000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +3.7625000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +3.7750000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +3.7875000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +3.8000000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +3.8125000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +3.8250000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +3.8375000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +3.8500000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +3.8625000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +3.8750000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +3.8875000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +3.9000000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +3.9125000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +3.9250000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +3.9375000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +3.9500000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +3.9625000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +3.9750000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +3.9875000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +4.0000000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +4.0125000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +4.0250000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +4.0375000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +4.0500000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +4.0625000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +4.0750000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +4.0875000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +4.1000000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +4.1125000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +4.1250000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +4.1375000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +4.1500000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +4.1625000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +4.1750000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +4.1875000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +4.2000000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +4.2125000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +4.2250000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +4.2375000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +4.2500000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +4.2625000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +4.2750000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +4.2875000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +4.3000000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +4.3125000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +4.3250000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +4.3375000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +4.3500000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +4.3625000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +4.3750000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +4.3875000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +4.4000000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +4.4125000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +4.4250000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +4.4375000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +4.4500000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +4.4625000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +4.4750000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +4.4875000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +4.5000000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +4.5125000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +4.5250000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +4.5375000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +4.5500000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +4.5625000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +4.5750000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +4.5875000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +4.6000000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +4.6125000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +4.6250000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +4.6375000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +4.6500000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +4.6625000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +4.6750000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +4.6875000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +4.7000000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +4.7125000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +4.7250000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +4.7375000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +4.7500000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +4.7625000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +4.7750000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +4.7875000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +4.8000000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +4.8125000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +4.8250000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +4.8375000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +4.8500000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +4.8625000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +4.8750000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +4.8875000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +4.9000000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +4.9125000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +4.9250000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +4.9375000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +4.9500000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +4.9625000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +4.9750000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +4.9875000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +5.0000000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +5.0125000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +5.0250000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +5.0375000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +5.0500000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +5.0625000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +5.0750000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +5.0875000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +5.1000000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +5.1125000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +5.1250000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +5.1375000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +5.1500000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +5.1625000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +5.1750000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +5.1875000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +5.2000000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +5.2125000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +5.2250000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +5.2375000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +5.2500000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +5.2625000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +5.2750000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +5.2875000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +5.3000000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +5.3125000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +5.3250000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +5.3375000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +5.3500000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +5.3625000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +5.3750000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +5.3875000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +5.4000000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +5.4125000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +5.4250000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +5.4375000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +5.4500000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +5.4625000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +5.4750000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +5.4875000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +5.5000000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +5.5125000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +5.5250000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +5.5375000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +5.5500000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +5.5625000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +5.5750000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +5.5875000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +5.6000000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +5.6125000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +5.6250000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +5.6375000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +5.6500000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +5.6625000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +5.6750000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +5.6875000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +5.7000000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +5.7125000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +5.7250000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +5.7375000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +5.7500000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +5.7625000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +5.7750000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +5.7875000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +5.8000000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +5.8125000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +5.8250000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +5.8375000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +5.8500000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +5.8625000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +5.8750000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +5.8875000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +5.9000000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +5.9125000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +5.9250000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +5.9375000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +5.9500000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +5.9625000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +5.9750000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +5.9875000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +6.0000000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +6.0125000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +6.0250000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +6.0375000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +6.0500000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +6.0625000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +6.0750000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +6.0875000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
